Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"91/SYB",3.1248641232028613e-3,3.1163382748141885e-3,3.1358885983005166e-3,2.5195185339734467e-5,1.854513953434603e-5,3.43119955433929e-5
"91/Uni",7.272803892381489e-4,7.246053327806295e-4,7.309949507005513e-4,8.141139196376497e-6,6.304946905521457e-6,1.0615045613810464e-5
"92/TYB",2.882933834567666e-4,2.8628113064914937e-4,2.92918703891337e-4,7.314957618080046e-6,1.6918762058044973e-6,1.188063168344913e-5
"92/Hand",3.3860862799920137e-4,3.3725441046990453e-4,3.404420668724925e-4,4.07530894644861e-6,3.190589738368512e-6,5.4749248305204615e-6
"92/SYB",2.686316988803446e-3,2.67839195523411e-3,2.6975798824802042e-3,2.4452154920242405e-5,1.7781124854450985e-5,3.316950872667396e-5
"92/Uni",7.151782621629536e-4,7.111775984056294e-4,7.214439024217427e-4,1.2861907108928209e-5,8.713125409747768e-6,1.816721412860968e-5
"93/TYB",1.9236328396946193e-4,1.9140007290989157e-4,1.944518307223916e-4,3.5373101133069933e-6,1.800178688145892e-6,6.3232334980266706e-6
"93/Hand",2.0473758742834135e-4,2.0352959996089345e-4,2.0718058313553533e-4,4.287224413562307e-6,2.51554721930039e-6,7.612834545511142e-6
"93/SYB",1.805398485995829e-3,1.7947936275973916e-3,1.820914767123759e-3,3.319502484735873e-5,2.279184766996887e-5,4.820936274321766e-5
"93/Uni",4.334378315135837e-4,4.312698119009534e-4,4.367025765900811e-4,6.8316742660480155e-6,4.776845572556265e-6,8.934071523315561e-6
"94/TYB",1.6785385403782126e-4,1.6611816678196187e-4,1.727557400241494e-4,6.874728516649235e-6,2.1127527553115118e-6,1.3262503594198565e-5
"94/Hand",1.787795370444656e-4,1.7806019413151911e-4,1.7974274810403587e-4,2.1640036171004427e-6,1.7293826297906507e-6,3.0934828216765493e-6
"94/SYB",1.549642107822001e-3,1.5382075527682903e-3,1.5711188534274696e-3,3.948427622873833e-5,2.050987425584335e-5,5.897941413540698e-5
"94/Uni",3.715413863305003e-4,3.699916655663401e-4,3.737419898156077e-4,4.763895407441352e-6,3.7057075782542248e-6,6.546146878454789e-6
"95/TYB",1.3176681790500876e-4,1.2941124234348535e-4,1.3539078030735255e-4,7.491656562230239e-6,5.263239761924248e-6,1.0884645920034027e-5
"95/Hand",1.355920921804177e-4,1.3507180985891155e-4,1.3624906782060863e-4,1.5156066802714182e-6,1.2082633833665103e-6,1.702692495351959e-6
"95/SYB",1.2048602322116497e-3,1.196239016391337e-3,1.2177825191989544e-3,2.7137184185071503e-5,1.8869757395851435e-5,3.583597799911366e-5
"95/Uni",2.568066156469285e-4,2.5602460270747544e-4,2.5795261428381006e-4,2.4338219979734695e-6,1.7500578147884905e-6,3.095591155930177e-6
"96/TYB",4.9249173082411294e-5,4.888410655409098e-5,5.029516307264567e-5,1.478217955383235e-6,5.907925796797853e-7,2.9618611529055774e-6
"96/Hand",4.938421336561442e-5,4.890356151014567e-5,5.02104767933488e-5,1.60955938357361e-6,9.442298856875314e-7,2.371706090068414e-6
"96/SYB",3.857700102652113e-4,3.839993549510836e-4,3.889012409374118e-4,5.970157582988038e-6,3.3976142446385835e-6,8.765233156901812e-6
"96/Uni",8.537022418032092e-5,8.495442217836777e-5,8.61776684348782e-5,1.4489966378188564e-6,8.823754379221456e-7,2.6477704443864315e-6
"97/TYB",2.1904815723272887e-5,2.1753441599959677e-5,2.214236732572317e-5,4.874236493133985e-7,3.232819415980407e-7,6.39928077536869e-7
"97/Hand",2.2419219158308685e-5,2.2255834954667766e-5,2.2736450822426465e-5,5.695155199322508e-7,3.344285352232748e-7,9.415798667102528e-7
"97/SYB",1.6969651256222278e-4,1.6780108485836534e-4,1.7369121585506948e-4,6.82350904117435e-6,3.5315123282843335e-6,1.1826103530740647e-5
"97/Uni",3.6967523830632374e-5,3.668460045009852e-5,3.760561864597327e-5,1.048089701686023e-6,5.408962418598062e-7,1.8887877240735756e-6
"98/TYB",2.3103477749973535e-4,2.2715332303196192e-4,2.3756744656711816e-4,1.2866557809896164e-5,8.627744364706863e-6,1.967123293994475e-5
"98/Hand",2.80725006647408e-4,2.783465429022908e-4,2.862696691229939e-4,8.917801257685897e-6,4.301926604614887e-6,1.6385588785914358e-5
"98/SYB",2.3691439846530563e-3,2.270925066806376e-3,2.5274348476901657e-3,3.1965615763834143e-4,2.199097708341616e-4,4.7896841220093617e-4
"98/Uni",5.504632068797946e-4,5.462733977163832e-4,5.623300942902765e-4,1.694516679199531e-5,6.868125889835884e-6,3.3753213824166964e-5
"99/TYB",1.986193874850869e-4,1.969981411471963e-4,2.028250912204385e-4,6.286343390733785e-6,2.417725840437612e-6,1.2146578423160228e-5
"99/Hand",2.0820101465409e-4,2.0660202071691553e-4,2.1293600763504705e-4,6.575011232422511e-6,2.5757003432467757e-6,1.3332345601828648e-5
"99/SYB",1.994359515048564e-3,1.972978136874735e-3,2.0502639034762986e-3,8.35417499098646e-5,3.694481097228709e-5,1.6170319132697693e-4
"99/Uni",4.441380573436618e-4,4.416807565217216e-4,4.476539366568128e-4,7.601517060935618e-6,5.412179545202623e-6,9.420537938940608e-6
